Wavelength (nm),Absorbance (AU),Std.Dev.
190,-0.0997161865234375,1.69450225453524
191,1.08569812774658,1.40449108749175
192,-0.392875194549561,0.828364499565635
193,0.404990196228027,0.347562970280994
194,-0.265518188476562,0.291899088941709
195,0.277690410614014,0.382064399763189
196,0.0833930969238281,0.684708911834301
197,-0.000369071960449219,1.41852283423638
198,-0.0413928031921387,0.736636312328292
199,0.0152101516723633,0.360932004151881
200,0.497185707092285,0.294650123143296
201,0.00591325759887695,0.476274246840122
202,0.479323387145996,0.255157673277567
203,-0.0466256141662598,0.252467377320968
204,0.0608305931091309,0.226911604689521
205,0.246753692626953,0.237619951976151
206,-0.198619365692139,0.232987429038229
207,0.230753421783447,0.570299122274607
208,0.473649501800537,0.873918136987813
209,0.827589511871338,0.435892694830104
210,0.0217299461364746,0.489669900369754
211,-0.028162956237793,0.777039434779938
212,0.834708690643311,0.392242743868115
213,-0.0622615814208984,0.199505767509441
214,0.132627010345459,0.300222695664714
215,0.321635723114014,0.250487805341897
216,-0.137907028198242,0.305930706880021
217,0.470700740814209,0.499679462685518
218,0.465457439422607,0.440246679342247
219,0.454818248748779,0.461698259909137
220,0.458932876586914,0.328531649059255
221,0.069455623626709,0.3435723973015
222,0.0972838401794434,0.471152696353581
223,0.0386896133422852,1.13934002963338
224,0.251720905303955,1.5108655942042
225,0.557527542114258,1.09826078770595
226,-0.0306754112243652,1.8364527202599
227,0.820445060729981,1.0649099507118
228,0.182986736297607,0.350986942059236
229,0.281139373779297,0.347546506555238
230,0.416552066802979,0.419790131950255
231,0.185042381286621,0.724648857583364
232,0.774987697601318,0.699818614892459
233,0.124494552612305,1.03903312928414
234,0.261955261230469,0.535227527187621
235,0.0471072196960449,0.745674374936876
236,0.885563850402832,1.40778995542437
237,0.385340690612793,0.660780030739003
238,-0.019768238067627,0.479554834565839
239,1.1119213104248,0.99393915259562
240,0.129027843475342,0.479928558119266
241,0.811094284057617,0.193758465981872
242,0.0630245208740234,0.608372572935368
243,0.845253467559814,0.916895982207088
244,1.13215589523315,0.450168832260811
245,0.129966259002686,0.146217204272258
246,0.414909839630127,0.203608011959696
247,0.412832260131836,0.316038318097441
248,0.795424938201904,0.313590626152229
249,0.531301498413086,0.259302630152311
250,0.628737449645996,0.18568046177969
251,0.437397480010986,0.280611797608424
252,0.702511310577393,0.326785304525626
253,0.575209140777588,0.178846964112522
254,0.442599773406982,0.153612381046711
255,0.592661857604981,0.162913339618295
256,0.654248237609863,0.0844020658809699
257,0.647251605987549,0.0761155140044917
258,0.723129272460938,0.0818814317346432
259,0.604036331176758,0.0588323186871547
260,0.546415328979492,0.0974142509358892
261,0.736602306365967,0.0978586769182649
262,0.72148609161377,0.0633412018288341
263,0.761884212493897,0.0763016597662269
264,0.683941841125488,0.0576254628591091
265,0.705677032470703,0.046534253455814
266,0.687108993530273,0.0351833662786168
267,0.73411750793457,0.0322154632875131
268,0.735196590423584,0.023070320230154
269,0.687787055969238,0.0197542807853002
270,0.704914569854736,0.0187893137449093
271,0.689208507537842,0.0173468743336821
272,0.690062046051025,0.0115080002654814
273,0.682901382446289,0.00671345102580941
274,0.687988758087158,0.00841687861418057
275,0.661730766296387,0.00561755588474836
276,0.641393184661865,0.00652576861732527
277,0.641614437103272,0.00430016391768853
278,0.630760669708252,0.00269545547824834
279,0.603326797485352,0.00254853754835363
280,0.59752893447876,0.00258473257591654
281,0.593762397766113,0.00155013827055194
282,0.578089714050293,0.00128157932567411
283,0.572901248931885,0.00157128487083203
284,0.567271709442139,0.00106443042030968
285,0.559216499328613,0.00141088113883444
286,0.560904979705811,0.00165791500495525
287,0.557101726531982,0.00120467149127659
288,0.556354999542236,0.000911736587784667
289,0.555859088897705,0.00108122276233257
290,0.558398246765137,0.00078495681065872
291,0.558554172515869,0.000791712824543517
292,0.562513828277588,0.00096094033775841
293,0.565937519073486,0.00110370735595856
294,0.569178104400635,0.000773979419810986
295,0.573374748229981,0.000697244852221427
296,0.577211856842041,0.00103678390906158
297,0.581735134124756,0.000674414310626513
298,0.586788177490234,0.000729595133655413
299,0.591300964355469,0.00114058810331162
300,0.596673011779785,0.00090264153108322
301,0.604270935058594,0.000730651464152277
302,0.61162805557251,0.00076102971432724
303,0.619176387786865,0.000843039465122148
304,0.628368377685547,0.00117759896127776
305,0.63668966293335,0.000881616070734609
306,0.647071838378906,0.000794410133132637
307,0.660113334655762,0.000981556520756555
308,0.674885272979736,0.000848476487698843
309,0.689684867858887,0.000907032016717684
310,0.706120491027832,0.000714479661159861
311,0.724057674407959,0.000635716752746224
312,0.743343830108643,0.000522683132019161
313,0.7642822265625,0.000678748174373137
314,0.784326076507568,0.000764578013386439
315,0.809094429016113,0.000675233743184677
316,0.832222938537598,0.000888816276807294
317,0.855586528778076,0.000941449973567033
318,0.880786895751953,0.000787972790751024
319,0.903790473937988,0.000907641462752944
320,0.928211212158203,0.000993463184244264
321,0.952554702758789,0.000753728578810331
322,0.975888252258301,0.000823232528521256
323,0.999809265136719,0.00112545853283804
324,1.02441596984863,0.000695322106327176
325,1.04379749298096,0.00101370510789201
326,1.06416320800781,0.000989794494243411
327,1.08236312866211,0.000933128286788349
328,1.09854650497437,0.000825509654785708
329,1.11299657821655,0.00109177675382195
330,1.12648820877075,0.00111809030647732
331,1.13744688034058,0.000862678415522921
332,1.14275360107422,0.000728277561265974
333,1.14875364303589,0.000634055014974325
334,1.15021181106567,0.00076335895449305
335,1.15434217453003,0.000784993886766275
336,1.15114259719849,0.000934904399538598
337,1.1490969657898,0.00112325832200804
338,1.14566516876221,0.00074510715322875
339,1.14024209976196,0.00111535381338956
340,1.1336522102356,0.00138817247566765
341,1.12240695953369,0.00121163336694669
342,1.1142783164978,0.000927308888491129
343,1.10300970077515,0.000718602298767424
344,1.09301662445068,0.00103793419260879
345,1.08110094070435,0.00100244553867534
346,1.06725168228149,0.000684947988509016
347,1.05481052398682,0.000809902544034691
348,1.03913927078247,0.000874223419838331
349,1.0217981338501,0.000679819296385225
350,1.00445747375488,0.000519737628408964
351,0.983900547027588,0.000389538311394137
352,0.964626312255859,0.000768128866043558
353,0.942431449890137,0.0010345639027517
354,0.920540809631348,0.00106844215839461
355,0.895779609680176,0.000787695729014133
356,0.870449066162109,0.00110220328929149
357,0.845614910125732,0.00109526329426565
358,0.819439888000488,0.00108471639505671
359,0.791067600250244,0.000753747885135274
360,0.761434078216553,0.000815221422976307
361,0.734708309173584,0.000845091057565863
362,0.70524263381958,0.000665410493344911
363,0.675300598144531,0.000814113954548868
364,0.646303176879883,0.00076246246686198
365,0.617897510528564,0.000657235917794244
366,0.591167449951172,0.000486220541318493
367,0.564199924468994,0.000520520998267085
368,0.536151885986328,0.000545888376910973
369,0.511574745178223,0.000500510959576646
370,0.488848209381104,0.000401794658430773
371,0.466262817382813,0.00055969552358497
372,0.44658899307251,0.000403763676305081
373,0.427557945251465,0.000539020908174788
374,0.411990165710449,0.000454197342831222
375,0.396574974060059,0.000422992994847887
376,0.382888793945312,0.000562806839666916
377,0.372772216796875,0.000457254762688345
378,0.363349437713623,0.000375762203342544
379,0.355197906494141,0.000492169869954871
380,0.349040031433105,0.000668769851700759
381,0.342947006225586,0.000632365899203555
382,0.339840412139893,0.000437585850471042
383,0.336739063262939,0.000352348782842813
384,0.335681915283203,0.000351107604385194
385,0.334701538085937,0.000309431679412188
386,0.335910320281982,0.0003893234503837
387,0.336552619934082,0.000401894243647826
388,0.338037014007568,0.000463238402893275
389,0.339634895324707,0.000526137893892108
390,0.342787265777588,0.000645687518303328
391,0.345743656158447,0.000577570865517888
392,0.350381374359131,0.000364358508379303
393,0.354012489318848,0.000345435529256341
394,0.357833385467529,0.000329888614588836
395,0.363452434539795,0.000296585046111011
396,0.368341445922852,0.000534343642888905
397,0.374513149261475,0.000273915452133427
398,0.380149364471436,0.000267083298709325
399,0.386301517486572,0.000403655539800984
400,0.392410755157471,0.000315474541327201
401,0.399225234985352,0.000236264992785675
402,0.406194686889648,0.000333169640516633
403,0.413208484649658,0.000502411705229139
404,0.421469211578369,0.000385444909843173
405,0.429314613342285,0.000346770459367013
406,0.435801982879639,0.000380218360730003
407,0.44354772567749,0.000506551005548101
